0,96510
1,99584
2,100000
3,99896
4,100000
5,99948
6,100104
7,100000
8,100000
9,100000
10,100052
11,100000
12,99844
13,100000
14,100104
15,100052
16,100000
17,99896
18,100052
19,99948
20,100052
21,99948
22,100052
23,100052
24,99896
25,100104
26,100000
27,99896
28,100000
29,100156
30,99844
31,99948
32,100156
33,99948
34,100104
35,99896
36,100000
37,100104
38,103073
39,97239
40,99480
41,100052
42,100052
43,99948
44,100104
45,100000
46,99948
47,99948
48,100052
49,100000
50,99948
51,99948
52,100104
53,100052
54,99896
55,100104
56,100052
57,99792
58,100052
59,100104
60,99844
61,100208
62,99896
63,100104
64,99844
65,100052
66,100052
67,99896
68,100052
69,100000
70,100000
71,100052
72,99844
73,100104
74,101146
75,99791
76,99427
77,99636
78,100052
79,100000
80,99844
81,100052
82,100052
83,99948
84,100000
85,100052
86,99948
87,100052
88,99896
89,100052
90,100052
91,100052
92,99896
93,100104
94,99896
95,100000
96,100052
97,100000
98,100000
99,99948
100,100052
101,99948
102,99948
103,100052
104,100000
105,100052
106,100000
107,99948
108,100000
109,100052
110,99948
111,100052
112,99948
113,100000
114,99948
115,100000
116,100104
117,100000
118,100000
119,100052
120,99896
121,100104
122,99948
123,100000
124,100000
125,99896
126,100104
127,100052
128,99896
129,100000
130,100052
131,100052
132,99948
133,99948
134,100104
135,100052
136,99739
137,100157
138,102604
139,98073
140,99375
141,100000
142,100000
143,99896
144,100000
145,100052
146,100052
147,99896
148,100000
149,100000
150,100208
151,99896
152,99896
153,100000
154,101198
155,99687
156,99271
157,99948
158,99948
159,99896
160,100260
161,99740
162,100104
163,100052
164,99948
165,100000
166,100052
167,100000
168,99896
169,100104
170,100052
171,99844
172,100052
173,100052
174,99948
175,100000
176,100000
177,99948
178,100000
179,100000
180,100052
181,99948
182,99948
183,100156
184,100000
185,99896
186,100104
187,100000
188,99948
189,100052
190,99896
191,99948
192,100052
193,100104
194,100000
195,99896
196,100000
197,100052
198,99948
199,100156
200,99792
201,100156
202,100052
203,99896
204,99948
205,100104
206,100000
207,100000
208,99948
209,100052
210,99948
211,100000
212,100052
213,99896
214,99948
215,100052
216,100104
217,100000
218,99948
219,100052
220,99896
221,100000
222,99948
223,99947
224,100209
225,99948
226,100000
227,100000
228,100000
229,100000
230,100000
231,100000
232,100000
233,99948
234,100937
235,100208
236,99219
237,99636
238,102708
239,97552
240,99688
241,100156
242,99948
243,99843
244,100053
245,100052
246,100052
247,100000
248,99843
249,100157
250,99948
251,100052
252,99948
253,100000
254,99948
255,100104
256,99948
257,100052
258,100104
259,99792
260,99947
261,100157
262,99948
263,100052
264,99948
265,99948
266,100104
267,99948
268,100000
269,99948
270,100052
271,99948
272,100156
273,99896
274,99948
275,100000
276,100104
277,99948
278,100052
279,99896
280,100104
281,99948
282,100052
283,99948
284,100000
285,100000
286,99895
287,100053
288,100208
289,99896
290,100000
291,99948
292,100000
293,100000
294,100052
295,100052
296,99948
297,99948
298,100052
299,100000
300,100000
301,99843
302,100053
303,100052
304,100104
305,99948
306,100000
307,100000
308,99948
309,100052
310,99948
311,100052
312,100000
313,99948
314,101354
315,99844
316,99114
317,99792
318,100052
319,99844
320,99948
321,100156
322,99948
323,100000
324,100000
325,100000
326,100052
327,99896
328,100000
329,100052
330,99948
331,100104
332,100052
333,99896
334,100000
335,100000
336,100000
337,99948
338,102552
339,100000
340,99739
341,98334
342,99583
343,99740
344,100000
345,100052
346,100052
347,100000
348,100052
349,99948
350,100000
351,100000
352,100000
353,99948
354,100000
355,99895
356,100157
357,99948
358,100052
359,99948
360,100000
361,100052
362,100000
363,99896
364,100104
365,99948
366,99948
367,100052
368,100000
369,99948
370,100104
371,99948
372,99948
373,100000
374,100000
375,100052
376,100052
377,99896
378,100000
379,100104
380,99948
381,100000
382,99948
383,100104
384,100000
385,99948
386,100104
387,99896
388,100000
389,99948
390,100104
391,99948
392,100052
393,99948
394,101718
395,99688
396,98958
397,99896
398,99896
399,99948
400,99948
401,99948
402,100052
403,99948
404,100052
405,100000
406,99948
407,100104
408,99896
409,100104
410,99948
411,99948
412,100052
413,99948
414,100104
415,100000
416,99948
417,100000
418,100000
419,100104
420,100000
421,99896
422,100000
423,100052
424,100000
425,99896
426,100052
427,99948
428,100000
429,100052
430,100052
431,99844
432,100104
433,100000
434,99948
435,100104
436,99896
437,100156
438,103281
439,97083
440,99688
441,99844
442,99896
443,100000
444,100000
445,100156
446,99948
447,100000
448,100000
449,99896
450,100104
451,100000
452,99948
453,100052
454,100000
455,100052
456,99948
457,100104
458,100000
459,99844
460,100052
461,100104
462,99896
463,99948
464,100052
465,99948
466,100104
467,99948
468,100000
469,100000
470,100000
471,99948
472,100052
473,99948
474,101041
475,100104
476,99115
477,99792
478,99948
479,100000
480,100000
481,100000
482,100000
483,100000
484,100000
485,99948
486,99947
487,100157
488,99948
489,100052
490,100052
491,99896
492,100000
493,100052
494,99843
495,100105
496,100156
497,99844
498,100000
499,100104
500,99948
501,99948
502,100052
503,99896
504,100052
505,99948
506,100104
507,99843
508,100053
509,99947
510,100157
511,99948
512,100052
513,100000
514,99896
515,100104
516,99948
517,100104
518,99844
519,100000
520,100052
521,100000
522,100052
523,99948
524,100000
525,100104
526,99844
527,100000
528,100052
529,99948
530,100052
531,100000
532,99948
533,100000
534,100052
535,100000
536,100104
537,99896
538,100000
539,100000
540,100000
541,100000
542,99948
543,100052
544,99948
545,99947
546,100157
547,99948
548,100000
549,99895
550,100000
551,100105
552,100104
553,99948
554,101562
555,99584
556,99218
557,99688
558,99844
559,100104
560,100052
561,99948
562,100052
563,99948
564,99948
565,100000
566,100000
567,99948
568,100000
569,99895
570,100261
571,99948
572,100052
573,99948
574,99896
575,100156
576,99844
577,100156
578,99948
579,100000
580,99948
581,100000
582,100000
583,100104
584,99948
585,100000
586,100052
587,99948
588,99948
589,100052
590,100000
591,99948
592,100052
593,100000
594,99948
595,100000
596,100000
597,100000
598,100052
599,100000
600,99896
601,100104
602,99948
603,100052
604,100000
605,100000
606,99948
607,100052
608,99948
609,100104
610,100000
611,99948
612,99948
613,100000
614,100052
615,100156
616,99844
617,99948
618,100104
619,99896
620,100052
621,99948
622,100208
623,99792
624,100052
625,100000
626,100052
627,99948
628,100000
629,100000
630,100000
631,100000
632,99843
633,100157
634,101093
635,99896
636,99271
637,99792
638,100000
639,99948
640,100000
641,100000
642,99948
643,100104
644,99896
645,100052
646,99896
647,100052
648,100000
649,100000
650,100052
651,99948
652,99948
653,100104
654,100052
655,99948
656,100000
657,99948
658,99948
659,100104
660,100052
661,99896
662,100052
663,99948
664,99948
665,100156
666,99948
667,99948
668,100000
669,100000
670,100052
671,99948
672,100000
673,100052
674,100052
675,99948
676,100000
677,100000
678,99948
679,99948
680,100104
681,99843
682,100053
683,100052
684,100000
685,100000
686,99948
687,100104
688,100000
689,99948
690,100052
691,99896
692,100052
693,99948
694,100000
695,100052
696,100052
697,99896
698,100104
699,99948
700,100052
701,99948
702,99948
703,100156
704,100000
705,99896
706,100052
707,99896
708,100000
709,100052
710,100052
711,99896
712,100000
713,100104
714,101562
715,99531
716,99219
717,99688
718,100000
719,100000
720,100000
721,99896
722,100000
723,100156
724,99948
725,100000
726,100052
727,99948
728,99948
729,99948
730,100052
731,99948
732,100104
733,99948
734,100000
735,99948
736,100052
737,100052
738,99896
739,100156
740,99844
741,100104
742,100000
743,100000
744,100052
745,99791
746,100053
747,100000
748,100052
749,100052
750,99896
751,100052
752,99948
753,100104
754,100052
755,99896
756,100052
757,100000
758,99896
759,100104
760,99896
761,100104
762,99896
763,100104
764,99948
765,100052
766,100052
767,99896
768,100104
769,100000
770,99896
771,100104
772,99948
773,99948
774,100000
775,100000
776,100052
777,100000
778,100052
779,99948
780,99948
781,100000
782,100000
783,99948
784,100052
785,100104
786,99948
787,100000
788,99948
789,100052
790,99948
791,100000
792,99895
793,100053
794,101458
795,99531
796,99375
797,99740
798,100052
799,99948
800,99896
801,100104
802,100000
803,99948
804,99948
805,100052
806,100052
807,99843
808,100105
809,100000
810,100052
811,99896
812,100052
813,100000
814,100052
815,100052
816,99896
817,99895
818,100053
819,100156
820,99896
821,100052
822,99948
823,100052
824,99948
825,100104
826,99896
827,100000
828,100104
829,99896
830,100000
831,100052
832,99948
833,99895
834,100105
835,100052
836,100000
837,99896
838,100156
839,100000
840,99844
841,100156
842,99896
843,99948
844,100052
845,100000
846,100104
847,99844
848,100052
849,100104
850,99896
851,100052
852,99948
853,100052
854,100000
855,99896
856,100052
857,100000
858,99948
859,100052
860,100052
861,99896
862,100104
863,99896
864,100416
865,99844
866,99740
867,100104
868,99948
